count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.95966,2.27281,-2.00E+10,-15954.9,16954,16753
696,791,-1.83791,-4.66E+23,-0.0240885,-6.00E+21,0.597855,0.6,-77,-0.262132,827584,0.0560721,4.14E+06,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
697,785,-1.83791,-4.57E+23,-0.00784527,-1.14E+23,0.597549,0.6,-80,-0.265111,954520,0.0901577,5.57E+06,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
698,777,-1.83493,-4.50E+23,0.0209246,-6.22E+21,0.597473,0.6,-82,-0.26809,1.07E+06,0.0400181,7.78E+06,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
699,783,-1.83195,-4.55E+23,0.087048,1.60E+23,0.597549,0.6,-83,-0.265111,1.15E+06,-0.0313857,9.54E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
700,800,-1.83493,-4.67E+23,0.130803,7.59E+22,0.597549,0.6,-81,-0.265111,1.01E+06,-0.0323462,8.57E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
701,808,-1.83195,-4.72E+23,0.113547,-2.10E+23,0.597473,0.6,-77,-0.262132,830301,0.0159517,3.32E+06,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
702,805,-1.83493,-4.71E+23,0.0757108,-4.07E+23,0.597549,0.6,-75,-0.265111,765869,0.0515055,-3.53E+06,0.600601,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
703,799,-1.83493,-4.69E+23,0.0195951,-3.85E+23,0.597702,0.6,-73,-0.265111,712929,0.0322164,-7.84E+06,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
704,799,-1.83493,-4.64E+23,-0.0288757,-2.09E+23,0.597397,0.6,-71,-0.265111,667947,-0.00445781,-8.95E+06,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
705,808,-1.83493,-4.69E+23,-0.0410932,-3.28E+22,0.597321,0.6,-69,-0.265111,631184,-0.0183942,-8.20E+06,0.60083,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
706,813,-1.83791,-4.78E+23,-0.055112,-4.39E+22,0.597626,0.6,-69,-0.262132,630591,0.000879243,-6.47E+06,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
707,804,-1.83493,-4.69E+23,-0.0662311,-1.30E+23,0.597473,0.6,-68,-0.262132,613947,0.0487249,-4.38E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
708,783,-1.83493,-4.51E+23,-0.0331649,4.93E+22,0.597321,0.6,-67,-0.265111,598573,0.0554718,-2.66E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
709,767,-1.83791,-4.42E+23,-0.0106236,4.65E+23,0.597473,0.6,-66,-0.265111,584285,0.00344912,-1.65E+06,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
710,767,-1.83493,-4.44E+23,-0.0184176,7.40E+23,0.597549,0.6,-66,-0.262132,584360,-0.0188791,-1.08E+06,0.599686,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
711,779,-1.83195,-4.52E+23,0.0233436,6.39E+23,0.597549,0.6,-65,-0.26809,571038,-0.0229972,-737194,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
712,789,-1.83493,-4.59E+23,0.0742747,2.53E+23,0.597549,0.6,-66,-0.265111,584360,-0.0584782,-485955,0.599686,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
713,793,-1.83791,-4.65E+23,0.0352548,-1.66E+23,0.597702,0.6,-67,-0.262132,598511,-0.0373378,-66649.2,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
714,791,-1.83195,-4.61E+23,-0.0104228,-3.88E+23,0.597549,0.6,-67,-0.265111,598525,0.0214944,404007,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
715,791,-1.83493,-4.61E+23,0.0134213,-3.58E+23,0.597549,0.6,-67,-0.265111,598498,0.0200371,584321,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
716,794,-1.83791,-4.63E+23,-0.000406674,-2.36E+23,0.597549,0.6,-67,-0.26809,598501,-0.0259338,500848,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
717,792,-1.83791,-4.60E+23,-0.0659876,-1.33E+23,0.597473,0.6,-67,-0.265111,598695,-0.057893,332415,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
718,781,-1.83791,-4.56E+23,-0.0952441,-4.97E+21,0.597702,0.6,-71,-0.26809,667947,-0.0554187,639941,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
719,776,-1.84088,-4.51E+23,-0.10163,1.54E+23,0.597626,0.6,-75,-0.265111,765564,-0.0393644,2.18E+06,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
720,785,-1.83791,-4.58E+23,-0.0968697,2.27E+23,0.597626,0.6,-75,-0.26809,765269,-0.0220533,4.00E+06,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
721,795,-1.83791,-4.65E+23,-0.0487954,9.41E+22,0.597626,0.6,-65,-0.262132,571058,0.0108917,3.03E+06,0.600754,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
722,801,-1.83791,-4.67E+23,0.00420529,-1.37E+23,0.597473,0.6,-58,-0.265111,498618,0.0611849,-1.28E+06,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
723,799,-1.83791,-4.65E+23,0.0249494,-2.57E+23,0.597473,0.6,-54,-0.265111,469103,0.0652182,-5.18E+06,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
724,791,-1.84088,-4.64E+23,0.00678129,-2.17E+23,0.597702,0.6,-53,-0.262132,462073,0.0492659,-6.32E+06,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
725,786,-1.83791,-4.60E+23,-0.0225921,-8.33E+22,0.597702,0.6,-52,-0.26809,456996,0.0294761,-5.41E+06,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
726,789,-1.84088,-4.59E+23,-0.0287032,5.76E+22,0.597549,0.6,-56,-0.265111,483689,-0.0264759,-3.52E+06,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
727,794,-1.84088,-4.64E+23,-0.0435126,9.73E+22,0.597626,0.6,-62,-0.262132,536185,-0.0223694,-1.11E+06,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
728,799,-1.84088,-4.69E+23,-0.0578785,-8.22E+21,0.597702,0.6,-66,-0.265111,584304,0.0253313,1.39E+06,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
729,800,-1.84386,-4.70E+23,-0.0681752,-1.53E+23,0.597702,0.6,-68,-0.265111,613758,0.018188,3.24E+06,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
730,796,-1.84088,-4.70E+23,-0.0740732,-2.13E+23,0.597855,0.6,-71,-0.265111,667707,-0.00965961,4.21E+06,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
731,791,-1.84386,-4.65E+23,-0.0567387,-1.48E+23,0.597778,0.6,-72,-0.262132,688762,0.00153403,4.54E+06,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
732,786,-1.84386,-4.57E+23,-0.0545153,3.69E+22,0.597549,0.6,-70,-0.26809,648332,0.00604231,3.82E+06,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
733,782,-1.84386,-4.58E+23,-0.0589709,2.30E+23,0.597778,0.6,-69,-0.265111,630855,-0.0332967,1.98E+06,0.600601,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
734,784,-1.84386,-4.62E+23,-0.0448985,2.58E+23,0.597931,0.6,-71,-0.265111,668365,-0.0402618,428696,0.600601,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
735,791,-1.84386,-4.60E+23,-0.0269748,1.57E+23,0.597473,0.6,-72,-0.262132,689395,0.00781678,201486,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
736,795,-1.84386,-4.64E+23,-0.0122975,5.45E+22,0.597549,0.6,-70,-0.265111,648983,0.0455781,316629,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
737,790,-1.84386,-4.61E+23,-0.00292051,-2.47E+22,0.597626,0.6,-64,-0.265111,558585,0.0288745,-729004,0.600906,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
738,779,-1.84684,-4.51E+23,-0.018235,2.21E+22,0.597473,0.6,-56,-0.265111,483191,-0.00581499,-2.95E+06,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
739,771,-1.84684,-4.48E+23,-0.0595837,2.13E+23,0.597626,0.6,-53,-0.26809,461970,-0.038589,-4.83E+06,0.600601,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
740,770,-1.84684,-4.46E+23,-0.0805489,3.60E+23,0.597549,0.6,-54,-0.26809,468981,-0.0817527,-5.05E+06,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
741,771,-1.84684,-4.44E+23,-0.0674695,3.84E+23,0.597397,0.6,-57,-0.265111,491643,-0.0775216,-3.67E+06,0.599533,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
742,772,-1.84684,-4.47E+23,-0.0438655,3.06E+23,0.597549,0.6,-60,-0.265111,516259,-0.0148303,-1.60E+06,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
743,770,-1.84684,-4.47E+23,-0.0222859,1.61E+23,0.597626,0.6,-62,-0.265111,536660,0.035064,311278,0.599533,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
744,771,-1.84386,-4.49E+23,0.0125536,2.54E+22,0.597702,0.6,-64,-0.265111,558715,0.0461994,1.60E+06,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
745,783,-1.84088,-4.59E+23,0.083468,-1.30E+23,0.597778,0.6,-68,-0.265111,613828,0.0383305,2.51E+06,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
746,796,-1.84386,-4.70E+23,0.130282,-3.78E+23,0.597855,0.6,-74,-0.265111,736628,0.0247398,3.92E+06,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
747,800,-1.84386,-4.69E+23,0.0944906,-5.82E+23,0.597626,0.6,-77,-0.265111,827584,0.0124542,6.08E+06,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
748,796,-1.84982,-4.66E+23,-0.00580566,-5.48E+23,0.597626,0.6,-77,-0.265111,830301,0.00402225,7.39E+06,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
749,785,-1.84386,-4.62E+23,-0.0856686,-3.13E+23,0.597855,0.6,-75,-0.265111,764707,-0.000543765,6.14E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
750,773,-1.84386,-4.49E+23,-0.0555651,2.57E+22,0.597626,0.6,-71,-0.262132,668079,0.0177437,2.46E+06,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
751,766,-1.84684,-4.44E+23,-0.00815192,3.88E+23,0.597626,0.6,-67,-0.26809,598648,0.0205861,-1.93E+06,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
752,769,-1.84684,-4.46E+23,-0.0263508,5.69E+23,0.597626,0.6,-63,-0.262132,546819,-0.00365977,-5.15E+06,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
753,775,-1.84684,-4.52E+23,-0.0467385,4.58E+23,0.597702,0.6,-62,-0.265111,535842,0.00746242,-6.33E+06,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
754,779,-1.84386,-4.55E+23,-0.022536,1.80E+23,0.597702,0.6,-62,-0.262132,536322,0.0301205,-5.60E+06,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
755,779,-1.84684,-4.52E+23,0.0135576,-4.26E+22,0.597549,0.6,-60,-0.265111,516122,0.0313797,-3.99E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
756,776,-1.84386,-4.53E+23,0.0248409,-1.11E+23,0.597702,0.6,-58,-0.265111,499009,0.00345322,-2.63E+06,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
757,777,-1.84684,-4.56E+23,0.0228723,-1.19E+23,0.597855,0.6,-61,-0.265111,526335,-0.0289999,-1.54E+06,0.599686,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
758,783,-1.84386,-4.59E+23,0.0159501,-1.57E+23,0.597778,0.6,-66,-0.26809,584271,-0.0545594,-37825.4,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
759,784,-1.84684,-4.61E+23,0.00879768,-2.07E+23,0.597855,0.6,-65,-0.265111,571156,-0.0703712,1.47E+06,0.599686,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
760,779,-1.84684,-4.60E+23,-0.0165279,-2.12E+23,0.598007,0.6,-61,-0.265111,526535,-0.0379114,1.60E+06,0.599533,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
761,776,-1.84386,-4.54E+23,-0.0225223,-1.16E+23,0.597778,0.6,-62,-0.26809,536125,-0.0142831,605325,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
762,780,-1.84386,-4.59E+23,0.021068,6.05E+21,0.597931,0.6,-69,-0.265111,630337,-0.0206661,490685,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
763,788,-1.83791,-4.61E+23,0.0933939,9.19E+21,0.597702,0.6,-74,-0.262132,736231,0.0222871,2.35E+06,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
764,792,-1.84386,-4.66E+23,0.138061,-8.25E+22,0.597778,0.6,-73,-0.26809,712491,0.0539898,4.38E+06,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
765,786,-1.84386,-4.60E+23,0.0792002,-1.29E+23,0.597702,0.6,-68,-0.262132,613947,0.0324686,3.77E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
766,779,-1.84088,-4.54E+23,0.0134887,-2.39E+22,0.597626,0.6,-64,-0.26809,558516,0.0148444,641720,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
767,780,-1.84386,-4.57E+23,0.00268311,1.27E+23,0.597778,0.6,-65,-0.265111,570978,-0.0163603,-2.14E+06,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
768,787,-1.84088,-4.65E+23,-0.00262115,1.02E+23,0.597931,0.6,-68,-0.265111,613947,-0.0247634,-2.63E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
769,787,-1.84684,-4.63E+23,-0.0242503,-5.19E+22,0.597855,0.6,-69,-0.26809,630759,-0.0215248,-1.35E+06,0.600525,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
770,780,-1.84088,-4.54E+23,-0.046652,-7.51E+22,0.597626,0.6,-67,-0.262132,598546,-0.0143367,-161632,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
771,772,-1.84386,-4.52E+23,-0.0232419,7.73E+22,0.597855,0.6,-63,-0.265111,547041,0.0325664,-292918,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
772,774,-1.84088,-4.54E+23,0.0127026,1.96E+23,0.597855,0.6,-59,-0.265111,507224,0.043153,-1.44E+06,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
773,783,-1.84386,-4.62E+23,0.0241753,1.33E+23,0.597931,0.6,-57,-0.265111,490998,0.0158663,-2.52E+06,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
774,793,-1.84386,-4.68E+23,0.00254541,-8.30E+22,0.597855,0.6,-59,-0.265111,507707,0.00032125,-2.65E+06,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
775,802,-1.84088,-4.71E+23,-0.00705046,-3.08E+23,0.597702,0.6,-65,-0.265111,571156,-0.00618246,-1.45E+06,0.599686,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
776,805,-1.84088,-4.78E+23,0.0307706,-4.52E+23,0.597931,0.6,-71,-0.265111,667403,-0.00719905,1.05E+06,0.599991,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
777,802,-1.84386,-4.73E+23,0.0380924,-4.66E+23,0.597778,0.6,-74,-0.265111,736045,-0.00567623,3.98E+06,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
778,805,-1.84386,-4.75E+23,-0.00901961,-3.37E+23,0.597778,0.6,-75,-0.265111,763242,-0.00351604,5.86E+06,0.599838,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
779,813,-1.84684,-4.79E+23,-0.0659832,-2.20E+23,0.597702,0.6,-75,-0.265111,764707,-0.0016756,5.89E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
780,813,-1.84684,-4.81E+23,-0.111737,-1.95E+23,0.597778,0.6,-76,-0.262132,794899,0.0195295,4.72E+06,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
781,805,-1.84386,-4.74E+23,-0.100485,-1.32E+23,0.597702,0.6,-76,-0.262132,795221,0.0630004,3.38E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
782,798,-1.84386,-4.73E+23,-0.0287044,2.31E+22,0.597931,0.6,-73,-0.265111,711719,0.0639202,1.56E+06,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
783,793,-1.84982,-4.66E+23,-0.0112995,1.85E+23,0.597778,0.6,-67,-0.26809,598648,-0.0129776,-1.49E+06,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
784,792,-1.84088,-4.68E+23,-0.0210037,2.81E+23,0.597931,0.6,-59,-0.262132,506771,-0.0612031,-5.04E+06,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
785,797,-1.84386,-4.74E+23,0.0407171,2.19E+23,0.598083,0.6,-56,-0.26809,483191,-0.0445801,-7.30E+06,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
786,801,-1.84088,-4.73E+23,0.0952182,4.40E+22,0.597855,0.6,-59,-0.26809,506728,-0.0657316,-7.04E+06,0.600754,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
787,795,-1.84088,-4.69E+23,0.112032,-3.85E+22,0.597855,0.6,-61,-0.26809,525858,-0.0967574,-4.75E+06,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
788,789,-1.84386,-4.66E+23,0.0887983,2.39E+22,0.597931,0.6,-59,-0.265111,507224,-0.0635003,-2.23E+06,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
789,789,-1.84088,-4.67E+23,0.035344,1.04E+23,0.598007,0.6,-57,-0.265111,490573,0.00727689,-820416,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
790,796,-1.84088,-4.68E+23,0.023807,1.05E+23,0.597778,0.6,-58,-0.265111,498803,0.0544877,-311559,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
791,797,-1.84386,-4.69E+23,0.0127338,4.76E+22,0.597778,0.6,-61,-0.265111,526242,0.0592744,164264,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
792,794,-1.84684,-4.68E+23,-0.0551015,-3.28E+20,0.597855,0.6,-62,-0.26809,536399,0.0252256,806389,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
793,794,-1.84684,-4.67E+23,-0.128198,-4.53E+21,0.597778,0.6,-61,-0.265111,526755,-0.0157059,1.11E+06,0.59938,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
794,798,-1.84684,-4.71E+23,-0.143813,-9.96E+21,0.597855,0.6,-63,-0.265111,546949,-0.00840912,1.01E+06,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
795,798,-1.84684,-4.71E+23,-0.111455,-5.73E+22,0.597855,0.6,-65,-0.265111,570971,0.0168652,1.06E+06,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
796,791,-1.84684,-4.66E+23,-0.0680244,-5.56E+22,0.597855,0.6,-65,-0.262132,571038,0.0427431,1.26E+06,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
797,783,-1.84684,-4.58E+23,-0.0317418,8.45E+22,0.597702,0.6,-62,-0.262132,536125,0.0818831,926876,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
798,782,-1.84684,-4.62E+23,-0.00819961,2.36E+23,0.598007,0.6,-59,-0.265111,506997,0.0759936,-123938,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
799,786,-1.84684,-4.62E+23,0.00373108,2.30E+23,0.597855,0.6,-59,-0.265111,507224,0.0131617,-1.15E+06,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
800,788,-1.84684,-4.67E+23,0.00764936,1.04E+23,0.598007,0.6,-61,-0.26809,525648,-0.0562541,-1.33E+06,0.600449,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
801,789,-1.84982,-4.66E+23,-0.0126993,-2.86E+22,0.597931,0.6,-60,-0.265111,516188,-0.0897877,-859684,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
802,793,-1.84982,-4.70E+23,-0.0574773,-1.24E+23,0.598007,0.6,-59,-0.265111,506771,-0.0595786,-500398,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
803,797,-1.84684,-4.73E+23,-0.0603439,-2.02E+23,0.598007,0.6,-57,-0.262132,490573,0.00888076,-516118,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
804,798,-1.84386,-4.75E+23,0.0147549,-2.62E+23,0.598083,0.6,-55,-0.265111,475899,0.0547905,-762906,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
805,802,-1.84982,-4.77E+23,0.061773,-2.73E+23,0.598007,0.6,-55,-0.265111,475899,0.0390151,-964567,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
806,811,-1.84982,-4.79E+23,0.00455585,-2.56E+23,0.597778,0.6,-63,-0.26809,547366,-0.0180083,-405947,0.599609,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
807,816,-1.84982,-4.87E+23,-0.0602603,-2.76E+23,0.598007,0.6,-73,-0.262132,710563,-0.0367003,1.99E+06,0.599609,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
808,807,-1.84684,-4.78E+23,-0.0507993,-2.68E+23,0.597855,0.6,-76,-0.265111,793709,0.00552725,5.67E+06,0.599915,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
809,790,-1.84684,-4.64E+23,0.00672885,-2.87E+22,0.597778,0.6,-70,-0.262132,647807,0.0415339,6.89E+06,0.599457,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
810,783,-1.84982,-4.62E+23,0.0286236,3.39E+23,0.597931,0.6,-66,-0.26809,584264,0.025202,3.71E+06,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
811,788,-1.84684,-4.65E+23,0.00995347,5.00E+23,0.597931,0.6,-65,-0.265111,570971,-0.028336,-526195,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
812,796,-1.84982,-4.67E+23,-0.000350931,3.87E+23,0.597702,0.6,-67,-0.265111,598511,-0.0427697,-2.55E+06,0.599762,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
813,806,-1.8528,-4.78E+23,-0.0444177,1.11E+23,0.597931,0.6,-70,-0.265111,648173,-0.0171822,-2.09E+06,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
814,817,-1.84982,-4.89E+23,-0.0907163,-2.69E+23,0.598083,0.6,-73,-0.271069,711899,-0.0418829,-52351.6,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
815,821,-1.8528,-4.89E+23,-0.0855698,-5.73E+23,0.597931,0.6,-68,-0.265111,613828,-0.0804553,1.33E+06,0.600067,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
816,814,-1.84982,-4.88E+23,-0.0606019,-6.12E+23,0.59816,0.6,-61,-0.262132,525692,-0.014395,57365.4,0.600372,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
817,806,-1.8528,-4.81E+23,-0.0342035,-4.02E+23,0.598083,0.6,-58,-0.265111,498189,0.0766827,-2.51E+06,0.600677,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
818,806,-1.84982,-4.78E+23,-0.0142883,-8.50E+22,0.597931,0.6,-59,-0.265111,507143,0.0734066,-3.79E+06,0.60022,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
819,811,-1.8528,-4.83E+23,-0.00232142,1.20E+23,0.598007,0.6,-59,-0.26809,507067,0.0121949,-3.36E+06,0.600296,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
820,813,-1.85578,-4.85E+23,-0.036768,1.14E+23,0.598007,0.6,-58,-0.265111,498708,-0.0363703,-2.28E+06,0.600143,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
821,811,-1.8528,-4.81E+23,-0.0810313,5.52E+22,0.597855,0.6,-59,-0.265111,507936,-0.0266238,-1.26E+06,0.599609,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
