count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.95966,2.27281,-2.00E+10,-15954.9,16954,16753
116,26,-1.7128,3.43E+22,0.0579008,-2.29E+22,0.590988,0.6,-289,-0.24426,-649979,0.0937251,1.55E+15,0.603806,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
117,32,-1.72173,3.53E+22,-0.138454,-1.80E+22,0.591141,0.6,-297,-0.24426,-675296,0.0339625,1.58E+15,0.603348,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
118,36,-1.72471,3.52E+22,-0.382223,1.92E+21,0.590988,0.6,-304,-0.247239,-698605,-0.0396428,1.17E+15,0.603271,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
119,35,-1.73067,3.53E+22,-0.519434,1.56E+22,0.591064,0.6,-309,-0.24426,-716113,-0.0787327,6.83E+14,0.603424,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
120,30,-1.72769,3.49E+22,-0.515656,1.53E+22,0.590988,0.6,-308,-0.247239,-714292,-0.0734931,2.98E+14,0.602966,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
121,20,-1.72769,3.26E+22,-0.374559,-8.76E+21,0.590988,0.6,-303,-0.247239,-695843,-0.0719689,5.85E+13,0.603119,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
122,10,-1.73365,2.67E+22,-0.234992,-8.95E+22,0.590912,0.6,-298,-0.250217,-677780,-0.0921939,-5.61E+13,0.6035,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
123,5,-1.73663,2.20E+22,-0.214075,-2.26E+23,0.591064,0.6,-296,-0.250217,-673284,-0.115677,-8.83E+13,0.603119,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
124,9,-1.73365,2.60E+22,-0.20785,-2.97E+23,0.591141,0.6,-291,-0.250217,-657868,-0.114164,-7.77E+13,0.603271,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
125,18,-1.73961,3.20E+22,-0.169431,-1.84E+23,0.591141,0.6,-281,-0.253196,-629450,-0.102813,-5.24E+13,0.603729,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
126,22,-1.73961,3.35E+22,-0.168163,3.02E+22,0.591141,0.6,-267,-0.250217,-597895,-0.0904988,-2.78E+13,0.603806,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
127,20,-1.73365,3.29E+22,-0.122344,1.67E+23,0.591217,0.6,-254,-0.250217,-576066,-0.0409913,-1.02E+13,0.603348,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
128,15,-1.73961,3.07E+22,-0.0303228,1.65E+23,0.59137,0.6,-245,-0.253196,-558553,-0.00947983,-1.27E+11,0.603958,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
129,6,-1.75152,2.34E+22,-0.104313,3.71E+22,0.591446,0.6,-241,-0.253196,-554105,-0.0339683,4.05E+12,0.603653,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
130,-1,-1.74556,1.82E+22,-0.26693,-1.73E+23,0.59137,0.6,-243,-0.247239,-555907,-0.0148524,4.68E+12,0.603882,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
131,-1,-1.73961,1.83E+22,-0.221891,-3.31E+23,0.591522,0.6,-248,-0.247239,-563903,0.0772196,3.68E+12,0.603806,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
132,2,-1.73961,1.90E+22,-0.0231513,-3.36E+23,0.591599,0.6,-254,-0.247239,-576488,0.134478,2.27E+12,0.603271,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
133,9,-1.73961,2.65E+22,0.105231,-1.87E+23,0.591675,0.6,-265,-0.247239,-596551,0.121829,1.08E+12,0.603271,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
134,23,-1.74258,3.42E+22,0.109784,8.33E+22,0.591522,0.6,-285,-0.247239,-641637,0.0837355,2.95E+11,0.603271,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
135,38,-1.74258,3.59E+22,0.0419439,3.37E+23,0.591599,0.6,-309,-0.247239,-718019,0.0454167,-1.08E+11,0.602966,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
136,48,-1.74258,3.50E+22,-0.0174271,4.19E+23,0.591675,0.6,-325,-0.250217,-786056,-0.00269898,-2.45E+11,0.6035,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
137,49,-1.74854,3.46E+22,-0.0773159,3.36E+23,0.591522,0.6,-331,-0.247239,-819140,-0.0418784,-2.36E+11,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
138,43,-1.74854,3.54E+22,-0.161342,2.06E+23,0.591522,0.6,-335,-0.250217,-842990,-0.0467574,-1.68E+11,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
139,42,-1.74258,3.57E+22,-0.152567,1.07E+23,0.591675,0.6,-342,-0.253196,-890008,-0.0762097,-9.49E+10,0.603729,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
140,44,-1.74258,3.53E+22,-0.0277577,4.41E+22,0.591522,0.6,-352,-0.250217,-973440,-0.107801,-3.90E+10,0.6035,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
141,38,-1.74556,3.60E+22,0.0512306,7.21E+21,0.591675,0.6,-359,-0.250217,-1.05E+06,-0.0716407,-5.46E+09,0.603577,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
142,24,-1.73961,3.49E+22,0.0700499,-1.14E+22,0.591827,0.6,-363,-0.250217,-1.10E+06,-0.0173241,9.87E+09,0.603806,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
143,16,-1.74258,3.16E+22,0.0990489,-4.84E+22,0.591751,0.6,-368,-0.247239,-1.17E+06,0.0298136,1.35E+10,0.603806,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
144,20,-1.73961,3.37E+22,0.104361,-8.72E+22,0.59198,0.6,-376,-0.247239,-1.32E+06,0.0813107,1.14E+10,0.604111,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
145,31,-1.74556,3.63E+22,0.0583567,-5.58E+22,0.592056,0.6,-383,-0.247239,-1.49E+06,0.100671,7.43E+09,0.603806,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
146,36,-1.74854,3.64E+22,-0.0565608,2.14E+22,0.59198,0.6,-384,-0.247239,-1.51E+06,0.0814993,3.79E+09,0.603424,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
147,33,-1.74854,3.64E+22,-0.168919,6.62E+22,0.592056,0.6,-383,-0.250217,-1.49E+06,0.0315676,1.26E+09,0.603577,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
148,28,-1.74854,3.58E+22,-0.189768,6.41E+22,0.59198,0.6,-384,-0.250217,-1.51E+06,-0.0376172,-1.23E+08,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
149,20,-1.76046,3.37E+22,-0.227216,2.36E+22,0.591904,0.6,-386,-0.253196,-1.57E+06,-0.0960657,-6.62E+08,0.603424,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
150,20,-1.73961,3.38E+22,-0.201029,-3.16E+22,0.592056,0.6,-389,-0.253196,-1.67E+06,-0.134296,-7.07E+08,0.603119,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
151,20,-1.73067,3.39E+22,0.124981,-5.76E+22,0.592133,0.6,-394,-0.250217,-1.89E+06,-0.113805,-5.38E+08,0.603119,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
152,39,-1.74258,3.63E+22,0.40641,-3.44E+22,0.59198,0.6,-394,-0.253196,-1.91E+06,-0.054579,-3.27E+08,0.603424,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
153,72,-1.72471,2.98E+22,0.432821,-2.63E+22,0.592361,0.6,-399,-0.253196,-2.21E+06,-0.0354269,-1.55E+08,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
154,110,-1.72471,2.25E+22,0.486867,-1.36E+23,0.592514,0.6,-395,-0.253196,-1.95E+06,-0.037997,-4.50E+07,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
155,139,-1.73067,1.35E+21,0.457766,-4.30E+23,0.592361,0.6,-389,-0.256175,-1.69E+06,-0.0488444,1.59E+07,0.603653,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
156,161,-1.72173,-9.20E+21,0.302181,-8.40E+23,0.592743,0.6,-385,-0.256175,-1.56E+06,-0.080221,4.29E+07,0.603958,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
157,187,-1.71875,-3.58E+23,0.256574,-3.41E+24,0.592743,0.6,-384,-0.253196,-1.53E+06,-0.0715356,4.63E+07,0.603958,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
158,218,-1.73067,-5.28E+22,0.188562,-6.27E+24,0.592361,0.6,-384,-0.259154,-1.53E+06,-0.0486442,3.64E+07,0.604111,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
159,244,-1.74258,-6.54E+22,-0.110786,-4.08E+24,0.592819,0.6,-377,-0.253196,-1.34E+06,-0.0460612,2.40E+07,0.603958,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
160,266,-1.74854,-7.65E+22,-0.48501,-2.65E+23,0.592667,0.6,-359,-0.256175,-1.05E+06,-0.012458,1.69E+07,0.603271,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
161,289,-1.75152,-8.86E+22,-0.688952,1.06E+24,0.592514,0.6,-337,-0.256175,-855135,0.00482316,1.59E+07,0.603729,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
162,309,-1.75152,-9.98E+22,-0.667383,1.01E+24,0.592514,0.6,-320,-0.256175,-762054,-0.00936771,1.64E+07,0.603424,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
163,323,-1.7545,-1.08E+23,-0.5185,4.31E+23,0.59259,0.6,-315,-0.253196,-741468,0.00735271,1.49E+07,0.603043,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
164,335,-1.75748,-1.14E+23,-0.377274,-1.50E+23,0.592361,0.6,-316,-0.256175,-745089,0.0323393,1.11E+07,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
165,343,-1.74854,-1.20E+23,-0.217175,-5.23E+23,0.592667,0.6,-315,-0.256175,-740576,0.0139111,6.66E+06,0.603271,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
166,341,-1.74258,-1.19E+23,0.0478078,-6.49E+23,0.592743,0.6,-312,-0.253196,-728037,0.00255806,3.16E+06,0.603348,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
167,340,-1.74258,-1.18E+23,0.284582,-5.49E+23,0.592667,0.6,-312,-0.253196,-727762,0.0372641,1.06E+06,0.603424,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
168,348,-1.72471,-1.23E+23,0.465878,-3.77E+23,0.592819,0.6,-315,-0.253196,-739793,0.0615775,-85930.8,0.6035,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
169,363,-1.70684,-1.32E+23,0.775769,-3.26E+23,0.592743,0.6,-317,-0.256175,-748141,0.0349597,-751262,0.603577,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
170,377,-1.70088,-1.39E+23,1.09516,-4.14E+23,0.59259,0.6,-318,-0.253196,-752345,-0.00551118,-1.04E+06,0.603653,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
171,389,-1.68599,-1.48E+23,1.23212,-5.57E+23,0.593048,0.6,-319,-0.253196,-757979,-0.000711899,-1.03E+06,0.603271,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
172,404,-1.68897,-1.56E+23,1.17674,-6.96E+23,0.592896,0.6,-319,-0.256175,-756482,0.00145468,-845327,0.603806,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
173,420,-1.69195,-1.65E+23,0.876515,-7.91E+23,0.592667,0.6,-317,-0.256175,-747928,-0.0381149,-499343,0.603653,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
174,431,-1.6979,-1.72E+23,0.415869,-8.32E+23,0.592896,0.6,-314,-0.253196,-735622,-0.0441531,-13803.7,0.6035,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
175,440,-1.67109,-1.78E+23,0.193628,-8.24E+23,0.592972,0.6,-310,-0.259154,-720213,-0.0347157,517203,0.603348,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
176,451,-1.66812,-1.84E+23,0.390289,-7.70E+23,0.592896,0.6,-309,-0.259154,-715837,-0.0815635,916421,0.6035,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
177,464,-1.64726,-1.94E+23,0.726866,-7.24E+23,0.593124,0.6,-310,-0.259154,-721811,-0.118973,956277,0.602966,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
178,478,-1.64131,-2.01E+23,1.01034,-7.28E+23,0.593048,0.6,-312,-0.259154,-729258,-0.102315,613679,0.603043,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
179,499,-1.65322,-2.12E+23,0.994958,-7.74E+23,0.592819,0.6,-313,-0.256175,-732938,-0.0477818,141559,0.603119,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
180,520,-1.66812,-2.27E+23,0.499591,-8.79E+23,0.593048,0.6,-313,-0.259154,-733256,0.00767795,-193283,0.603043,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
181,529,-1.68003,-2.31E+23,-0.200494,-9.79E+23,0.592896,0.6,-314,-0.259154,-737326,0.00846289,-335787,0.603043,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
182,526,-1.68897,-2.29E+23,-0.75598,-8.96E+23,0.592896,0.6,-315,-0.259154,-740861,-0.0135398,-384668,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
183,525,-1.70088,-2.30E+23,-1.06168,-6.33E+23,0.593124,0.6,-309,-0.259154,-716702,-0.0189692,-213483,0.603271,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
184,530,-1.70684,-2.33E+23,-1.16178,-3.80E+23,0.593124,0.6,-299,-0.259154,-681279,-0.0160921,454309,0.603424,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
185,536,-1.70982,-2.36E+23,-1.06997,-2.38E+23,0.592972,0.6,-291,-0.262132,-657162,-0.0306,1.41E+06,0.603424,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
186,536,-1.71578,-2.36E+23,-0.863613,-1.70E+23,0.593048,0.6,-288,-0.259154,-649572,-0.0483643,2.04E+06,0.603271,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
187,532,-1.71578,-2.34E+23,-0.645619,-1.05E+23,0.593048,0.6,-285,-0.256175,-642020,-0.00257533,2.06E+06,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
188,533,-1.72471,-2.33E+23,-0.481674,-1.68E+22,0.592896,0.6,-280,-0.259154,-627343,0.057058,1.77E+06,0.603653,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
189,544,-1.71578,-2.40E+23,-0.344233,5.58E+21,0.592896,0.6,-275,-0.256175,-617138,0.0662351,1.49E+06,0.603348,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
190,560,-1.70088,-2.51E+23,-0.0343436,-1.49E+23,0.593124,0.6,-269,-0.259154,-601667,0.0521387,1.31E+06,0.603882,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
191,571,-1.70684,-2.56E+23,0.323276,-4.04E+23,0.592896,0.6,-260,-0.256175,-587933,0.0322522,1.25E+06,0.603119,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
192,572,-1.70684,-2.58E+23,0.403712,-5.53E+23,0.593048,0.6,-253,-0.259154,-577066,0.0153357,1.25E+06,0.60289,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
193,570,-1.70982,-2.58E+23,0.267931,-5.25E+23,0.593201,0.6,-249,-0.256175,-570555,0.00413922,1.20E+06,0.60289,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
194,576,-1.71578,-2.60E+23,0.0594519,-4.03E+23,0.593048,0.6,-247,-0.256175,-569422,0.0183071,1.02E+06,0.602585,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
195,589,-1.72471,-2.69E+23,-0.202961,-3.33E+23,0.593124,0.6,-244,-0.256175,-565399,0.0391917,756905,0.602509,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
196,600,-1.73067,-2.78E+23,-0.456833,-4.04E+23,0.593353,0.6,-238,-0.259154,-552378,0.0171429,593776,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
197,600,-1.74258,-2.76E+23,-0.658667,-4.88E+23,0.593124,0.6,-230,-0.256175,-543708,-0.0167882,627083,0.60289,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
198,594,-1.74556,-2.72E+23,-0.784443,-3.96E+23,0.593124,0.6,-223,-0.256175,-535805,-0.00638602,729138,0.602814,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
199,593,-1.7545,-2.73E+23,-0.804862,-1.93E+23,0.593277,0.6,-218,-0.259154,-527984,-0.000389273,791849,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
200,599,-1.7545,-2.75E+23,-0.736261,-5.87E+22,0.593124,0.6,-216,-0.259154,-526778,-0.0378241,770564,0.603043,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
201,602,-1.7545,-2.78E+23,-0.569305,-3.96E+22,0.593201,0.6,-220,-0.259154,-530135,-0.063079,600074,0.603195,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
202,599,-1.74854,-2.76E+23,-0.306664,-5.78E+22,0.593201,0.6,-222,-0.259154,-531073,-0.0564841,324467,0.603424,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
203,596,-1.74854,-2.74E+23,-0.0352797,-3.04E+22,0.593201,0.6,-221,-0.259154,-530376,-0.0385211,92640,0.603348,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
204,592,-1.74556,-2.69E+23,0.146421,5.75E+22,0.592972,0.6,-218,-0.259154,-525932,-0.0207121,4892.94,0.603577,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205,589,-1.73961,-2.70E+23,0.262089,1.46E+23,0.593277,0.6,-217,-0.259154,-529213,-0.00777193,9763.59,0.602814,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
206,590,-1.74556,-2.72E+23,0.299246,1.49E+23,0.593353,0.6,-217,-0.259154,-528738,-0.000333158,-1910.6,0.60289,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
207,599,-1.74556,-2.76E+23,0.193758,5.68E+22,0.593201,0.6,-218,-0.262132,-530273,-0.0171938,-32216.3,0.602814,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
208,614,-1.74556,-2.86E+23,0.0578498,-1.25E+23,0.593277,0.6,-219,-0.262132,-534410,-0.0595575,-81275.8,0.602356,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
209,633,-1.74854,-2.97E+23,-0.0338677,-4.04E+23,0.593277,0.6,-217,-0.262132,-531203,-0.0809967,-123984,0.602509,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
210,644,-1.74854,-3.05E+23,-0.102601,-6.83E+23,0.593353,0.6,-214,-0.259154,-528092,-0.0479547,-71961.4,0.602509,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
211,644,-1.75152,-3.06E+23,-0.143347,-7.99E+23,0.59343,0.6,-210,-0.259154,-524669,0.0186996,55361.4,0.602432,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
212,638,-1.7545,-3.00E+23,-0.18162,-6.58E+23,0.593277,0.6,-203,-0.259154,-515676,0.0612065,220458,0.60289,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
213,635,-1.75748,-2.99E+23,-0.22856,-3.49E+23,0.593353,0.6,-196,-0.262132,-511393,0.042203,401908,0.602737,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
214,638,-1.75748,-3.02E+23,-0.246366,-9.58E+22,0.59343,0.6,-194,-0.259154,-510130,0.00295665,494957,0.602737,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
215,643,-1.7545,-3.06E+23,-0.187238,-2.14E+22,0.593506,0.6,-194,-0.262132,-509719,-0.0140027,448400,0.602814,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
216,647,-1.76046,-3.08E+23,-0.112292,-7.23E+22,0.593506,0.6,-190,-0.259154,-506406,-0.0172161,344505,0.603043,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
217,650,-1.75748,-3.10E+23,-0.0911667,-1.46E+23,0.593506,0.6,-185,-0.262132,-505166,-0.0138491,264303,0.60289,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
218,653,-1.75748,-3.12E+23,-0.057959,-1.90E+23,0.593506,0.6,-184,-0.262132,-502845,-0.0286419,214440,0.603348,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
219,651,-1.7545,-3.08E+23,0.0114044,-1.69E+23,0.593277,0.6,-184,-0.262132,-504875,-0.0469954,161941,0.60289,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
220,649,-1.75152,-3.09E+23,0.0970866,-7.86E+22,0.59343,0.6,-184,-0.265111,-504170,-0.0619346,89643.2,0.603043,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
221,658,-1.74854,-3.13E+23,0.186431,-3.24E+22,0.593353,0.6,-184,-0.262132,-504519,-0.0714337,29095.3,0.602966,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
222,672,-1.74556,-3.22E+23,0.253175,-1.28E+23,0.593353,0.6,-184,-0.262132,-507978,-0.0360371,-26969.9,0.60228,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
223,682,-1.74854,-3.31E+23,0.252485,-3.39E+23,0.593582,0.6,-183,-0.262132,-506107,0.00834151,-79129.5,0.602585,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
224,687,-1.75152,-3.33E+23,0.144013,-5.27E+23,0.593506,0.6,-183,-0.259154,-506107,0.0444198,-77388.5,0.602585,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
225,685,-1.7545,-3.31E+23,-0.0197639,-5.36E+23,0.59343,0.6,-184,-0.262132,-507567,0.0672671,-53035.5,0.602356,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
226,673,-1.75152,-3.26E+23,-0.122162,-3.50E+23,0.593658,0.6,-184,-0.265111,-507162,0.0183535,-45630.3,0.602432,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
227,659,-1.7545,-3.18E+23,-0.131489,-4.91E+22,0.593735,0.6,-179,-0.262132,-505470,-0.046931,-23275.5,0.602585,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
228,654,-1.7545,-3.14E+23,-0.119874,2.57E+23,0.593582,0.6,-176,-0.259154,-506223,-0.0211704,12642.2,0.602432,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
229,660,-1.75152,-3.19E+23,-0.082723,3.94E+23,0.593735,0.6,-175,-0.262132,-505215,0.0352307,32084.1,0.602661,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
230,670,-1.7545,-3.28E+23,-0.0250287,2.43E+23,0.593964,0.6,-176,-0.262132,-505112,0.0289574,40648.9,0.602661,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
231,678,-1.7545,-3.28E+23,-0.0145083,-4.46E+22,0.593582,0.6,-175,-0.265111,-505215,-0.02153,40693.7,0.602661,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
232,681,-1.75152,-3.31E+23,-0.00626461,-2.35E+23,0.593658,0.6,-173,-0.262132,-504524,-0.0566174,33689.2,0.60289,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
233,676,-1.7545,-3.26E+23,0.0188565,-2.57E+23,0.593506,0.6,-172,-0.262132,-504444,-0.0358053,30846.5,0.602966,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
234,669,-1.75152,-3.22E+23,0.024145,-1.20E+23,0.593506,0.6,-169,-0.265111,-505203,-0.0175672,21960.2,0.603043,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
235,666,-1.7545,-3.22E+23,0.0198307,6.03E+22,0.593658,0.6,-167,-0.259154,-506203,-0.00531216,-4037.61,0.603043,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
236,665,-1.75748,-3.21E+23,-0.0273772,1.52E+23,0.593658,0.6,-164,-0.265111,-509190,0.0212034,-52341.5,0.602814,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
237,665,-1.7545,-3.19E+23,-0.0795611,1.70E+23,0.593506,0.6,-162,-0.262132,-511160,0.00637366,-118342,0.602737,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
238,675,-1.76046,-3.27E+23,-0.0996825,1.06E+23,0.593658,0.6,-164,-0.262132,-509190,-0.0014685,-147009,0.602814,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
239,695,-1.75748,-3.41E+23,-0.121195,-1.34E+23,0.593735,0.6,-169,-0.26809,-509230,-0.0243365,-106190,0.602203,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
240,710,-1.76046,-3.49E+23,-0.117433,-4.86E+23,0.593658,0.6,-170,-0.262132,-508012,-0.0672721,-39776.2,0.602356,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
