count,tension_left,ms_left,ms_left_model,ms_speed_left,ms_speed_left_model,pressure_left,g_pressure_1,tension_right,ms_right,ms_right_model,ms_speed_right,ms_speed_right_model,natural_length_right_model,deformation_right_model,natural_length_left_model,deformation_left_model,pressure_right,g_pressure_2,start of cycle,angle,m5_Ia_+,m5_Ia_model_+,m5_Ia_-,m5_Ia_model_-,m5_Ib_-,m5_Ib_+,m7_Ia_+,m7_Ia_model_+,m7_Ia_-,m7_Ia_model_-,m7_Ib_-,m7_Ib_+,4.31923,2.94601,170.104,178.494,33393,17422,76.5088,,,angle_without_reflex,,,angle_without_reflex,
514,-232,-1.16768,149.127,0.228028,-0.39121,0.40033,0.4,9,-0.199578,150.398,0.0380348,0.0218632,150.362,0.0353786,146.04,3.08717,0.400253,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-21,,-35,0,,-29,0
515,-231,-1.16172,149.125,0.403205,-0.5698,0.400177,0.4,8,-0.199578,150.378,0.0137576,0.399474,150.346,0.0314485,146.049,3.07599,0.400482,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-19,,-36,-1,,-29,0
516,-231,-1.14683,149.12,0.586859,-0.774107,0.400253,0.4,5,-0.199578,150.403,-0.0199994,0.503198,150.384,0.0196582,146.045,3.07568,0.399948,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-18,,-36,-1,,-29,0
517,-231,-1.13194,149.125,0.8445,-0.696033,0.400177,0.4,3,-0.196599,150.369,-0.00854101,0.389197,150.357,0.0117957,146.049,3.07599,0.40033,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-16,,-36,-1,,-29,0
518,-234,-1.12598,149.151,1.06303,-0.271412,0.40033,0.4,3,-0.199578,150.379,0.0185004,0.0165594,150.368,0.0117958,146.04,3.11075,0.400177,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-15,,-38,-3,,-29,0
519,-236,-1.11704,149.184,1.10639,0.577493,0.400177,0.4,3,-0.199578,150.385,0.00469298,-0.194556,150.373,0.0117959,146.049,3.13493,0.400101,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-14,,-39,-4,,-29,0
520,-238,-1.12002,149.213,0.965775,1.58285,0.400101,0.4,3,-0.196599,150.385,-0.00223741,-0.0851674,150.373,0.0117959,146.054,3.15875,0.400101,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-41,-6,,-29,-4
521,-241,-1.12002,149.228,0.66713,2.28097,0.400406,0.4,3,-0.202557,150.406,-0.00435114,0.162698,150.394,0.011796,146.036,3.19265,0.399796,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-12,,-43,-8,,-29,-8
522,-243,-1.12598,149.261,0.30394,2.57548,0.400253,0.4,4,-0.196599,150.399,-0.0239539,0.463024,150.384,0.0157272,146.045,3.21669,0.399948,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-29,-11
523,-243,-1.123,149.252,0.01234,2.48485,0.400406,0.4,6,-0.196599,150.397,0.014274,0.49545,150.373,0.0235887,146.036,3.21605,0.400101,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-47,-12,,-29,-14
524,-242,-1.12896,149.255,-0.150911,1.88712,0.400177,0.4,6,-0.199578,150.397,0.0461528,0.291,150.373,0.0235887,146.049,3.20532,0.400101,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-10,,-50,-15,,-29,-17
525,-243,-1.13194,149.266,-0.257293,1.18433,0.400177,0.4,0,-0.199578,150.373,0.00699927,-0.0503012,150.373,3.51E-07,146.049,3.21701,0.400101,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-9,,-51,-16,,-29,-20
526,-246,-1.14087,149.296,-0.371783,0.954788,0.400253,0.4,0,-0.202557,150.357,-0.0509708,-0.603703,150.357,3.53E-07,146.045,3.25172,0.40033,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-9,,-53,-18,,-29,-22
527,-248,-1.13491,149.325,-0.418731,1.27513,0.400177,0.4,5,-0.202557,150.393,-0.101126,-0.804129,150.373,0.019658,146.049,3.27535,0.400101,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-9,,-54,-19,,-29,-23
528,-248,-1.14087,149.31,-0.345056,1.54562,0.400406,0.4,12,-0.199578,150.425,-0.094534,-0.0769011,150.378,0.0471666,146.036,3.27437,0.400024,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-8,,-54,-19,,-29,-23
529,-248,-1.13789,149.32,-0.241491,1.29797,0.400253,0.4,14,-0.199578,150.401,-0.0263062,0.762039,150.346,0.0550221,146.045,3.27502,0.400482,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-8,,-54,-19,,-29,-22
530,-249,-1.14087,149.331,-0.153503,0.956737,0.400253,0.4,10,-0.193621,150.391,0.0689149,0.726915,150.351,0.0393077,146.045,3.28666,0.400406,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-7,,-53,-18,,-29,-21
531,-249,-1.14385,149.322,-0.11567,0.714007,0.400406,0.4,7,-0.199578,150.379,0.129596,0.13482,150.351,0.0275186,146.036,3.28601,0.400406,0.4,1,-26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-7,,-52,-17,,-29,-19
532,-245,-0.702992,149.138,2.827,-0.866371,0.402542,0.4,8,-0.181705,150.378,0.199563,-0.383126,150.346,0.0314485,145.907,3.23037,0.400482,0.4,1,-28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-7,,-51,-16,,-29,-18
533,-244,-0.396177,149.116,11.2338,-3.9629,0.402695,0.4,6,-0.196599,150.418,0.274152,-0.320083,150.394,0.0235891,145.898,3.21808,0.399796,0.4,1,-31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-6,,-50,-15,,-29,-18
534,-251,-0.14596,148.898,20.4354,-7.1593,0.407349,0.4,1,-0.199578,150.35,0.130483,-0.129898,150.346,0.0039324,145.618,3.27961,0.400482,0.4,1,-35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-6,,-50,-15,,-29,-17
535,-276,0.137024,149.164,26.0444,-7.83436,0.407654,0.4,-1,-0.205536,150.39,-0.144213,-0.385358,150.394,-0.00393214,145.6,3.5639,0.399796,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-6,,-49,-14,,-29,-16
536,-321,0.140003,149.397,26.8348,-2.32845,0.411774,0.4,4,-0.208514,150.399,-0.338733,-0.240096,150.384,0.0157272,145.352,4.04424,0.399948,0.4,1,-43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-6,,-49,-14,,-29,-16
537,-389,0.22043,150.015,22.4022,9.64358,0.413376,0.4,8,-0.211493,150.41,-0.42766,0.345622,150.378,0.0314493,145.256,4.75936,0.400024,0.4,1,-46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-5,,-48,-13,,-33,-15
538,-478,0.137024,150.959,15.0694,28.2005,0.412689,0.4,5,-0.208514,150.403,-0.389028,0.650233,150.384,0.0196582,145.297,5.66202,0.399948,0.4,1,-48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-5,,-48,-13,,-37,-14
539,-575,0.00297878,151.801,6.49713,50.7349,0.413986,0.4,1,-0.208514,150.382,-0.248158,0.442224,150.378,0.0039325,145.219,6.58154,0.400024,0.4,1,-48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-5,,-48,-13,,-40,-14
540,-665,-0.151918,152.736,-2.19436,70.2633,0.412231,0.487829,2,-0.202557,150.386,-0.063096,-0.0630766,150.378,0.00786435,145.325,7.41119,0.400024,0.312171,1,-49,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-5,,-48,-13,,-43,-15
541,-741,0.151918,150.855,-6.12981,64.9436,0.450455,0.487829,6,-0.154896,153.604,0.43008,21.2497,153.58,0.0236476,143.028,7.82739,0.354477,0.312171,1,-48,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-6,,-49,-14,,-46,-15
542,-798,-0.116172,152.305,-4.86078,35.9828,0.435883,0.487829,6,-0.0595756,151.936,1.83697,56.3324,151.912,0.0236169,143.903,8.4018,0.378204,0.312171,1,-47,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-6,,-48,-13,,-49,-15
543,-827,-0.0417029,152.953,-4.08529,25.5031,0.429779,0.487829,3,0.00297878,152.015,3.94107,55.3508,152.003,0.0118106,144.27,8.68248,0.376907,0.312171,1,-45,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-6,,-49,-14,,-51,-15
544,-836,-0.0982997,150.174,-3.84304,14.0461,0.47258,0.487829,1,-0.0178727,154.394,5.0853,45.8637,154.39,0.0039444,141.698,8.47579,0.342957,0.312171,1,-44,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-7,,-49,-14,,-52,-15
545,-839,-0.321708,152.354,-4.46526,-12.8492,0.440231,0.487829,5,0.0446817,152.946,4.74454,52.3564,152.926,0.019697,143.642,8.71177,0.363785,0.312171,1,-42,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-7,,-49,-14,,-52,-15
546,-840,-0.274048,151.172,-6.57395,-17.8545,0.458084,0.487829,9,0.00893633,153.557,3.78252,41.5693,153.521,0.0354665,142.569,8.60257,0.355316,0.312171,1,-41,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-8,,-49,-14,,-51,-15
547,-836,-0.452774,149.803,-7.72865,-25.5542,0.478149,0.487829,8,0.0208514,155.076,2.38403,34.5987,155.044,0.0315645,141.363,8.43989,0.333649,0.312171,1,-40,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-9,,-49,-14,,-50,-15
548,-827,-0.428944,152.367,-8.04003,-30.9457,0.438553,0.487829,1,0.0506392,153.573,1.28332,36.8081,153.57,0.00394193,143.743,8.62436,0.35463,0.312171,1,-39,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-9,,-49,-14,,-48,-16
549,-811,-0.440859,149.173,-6.95927,-21.0116,0.484558,0.487829,-5,0,154.446,0.62298,23.6651,154.465,-0.0197262,140.978,8.19477,0.341888,0.312171,1,-38,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-10,,-49,-14,,-47,-16
550,-796,-0.63448,149.947,-5.93555,-31.6821,0.471054,0.487829,-2,0.0476604,155.391,0.0230384,19.8122,155.398,-0.00789541,141.79,8.15729,0.328613,0.312171,1,-37,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-12,,-49,-14,,-47,-16
551,-787,-0.56001,151.339,-6.09288,-29.2342,0.449005,0.487829,9,0.0357453,154.098,-0.010181,22.7583,154.063,0.0354816,143.115,8.22444,0.34761,0.312171,1,-37,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-13,,-49,-14,,-46,-16
552,-776,-0.631501,147.917,-5.29571,-19.441,0.49913,0.487829,17,-0.00893633,155.192,-0.160691,14.199,155.125,0.067062,140.102,7.815,0.332504,0.312171,1,-36,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-14,,-49,-14,,-45,-16
553,-761,-0.700013,150.208,-4.45821,-31.381,0.462738,0.487829,16,0.0506392,155.596,-0.459179,15.5637,155.533,0.0631396,142.289,7.91848,0.326706,0.312171,1,-35,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-16,,-49,-14,,-45,-16
554,-744,-0.676183,149.613,-4.14934,-24.0448,0.469528,0.487829,12,0.0119151,154.48,-0.218428,17.201,154.433,0.0473184,141.881,7.73201,0.342346,0.312171,1,-35,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-17,,-49,-14,,-44,-16
555,-728,-0.78044,147.723,-3.74156,-19.8084,0.496002,0.487829,6,-0.00595756,155.583,-0.299913,8.36847,155.559,0.0236842,140.29,7.43286,0.326324,0.312171,1,-35,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-19,,-49,-14,,-43,-16
556,-719,-0.723843,150.302,-3.4221,-24.7371,0.455948,0.487829,1,0.0565968,155.569,-0.332123,9.67339,155.565,0.00394795,142.698,7.60469,0.326248,0.312171,1,-34,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-20,,-49,-14,,-43,-16
557,-712,-0.753631,147.815,-2.50557,-14.808,0.492569,0.487829,1,0,154.753,0.0851443,9.33736,154.75,0.00394548,140.497,7.31823,0.337845,0.312171,1,-34,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-22,,-49,-14,,-44,-16
558,-708,-0.831079,148.367,-1.99073,-19.0477,0.483719,0.487829,7,-0.0148939,155.855,-0.204574,3.04733,155.828,0.0276367,141.028,7.33811,0.32251,0.312171,1,-33,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-22,,-49,-14,,-44,-16
559,-705,-0.80427,149.863,-2.3013,-14.8874,0.460754,0.487829,14,0.053618,155.738,-0.38886,8.17445,155.683,0.0552568,142.409,7.45425,0.32457,0.312171,1,-33,0,0.0878291,0,0.0878291,0,0,0,0,0,0,0,0,,,,,,,,-22,,-49,-14,,-44,-16
560,-702,-0.884697,146.963,-2.50919,-4.84476,0.504166,0.4,17,0,155.026,0.0993069,9.12775,154.959,0.0670531,139.8,7.16327,0.334869,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-21,,-49,-14,,-44,-16
561,-699,-0.813206,153.433,-2.33946,15.0478,0.406281,0.4,16,0.0327666,153.214,0.23304,-15.4378,153.151,0.063019,145.683,7.74995,0.36058,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-20,,-49,-14,,-44,-16
562,-695,-0.792355,149.139,-1.0803,57.6426,0.470367,0.4,14,-0.00595756,153.796,0.0446614,-46.5745,153.741,0.0551711,141.831,7.30848,0.352188,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-18,,-49,-14,,-44,-16
563,-686,-0.822143,150.995,0.290409,57.8573,0.441223,0.4,11,0.0178727,154.058,-0.185507,-49.4404,154.015,0.0433621,143.582,7.41193,0.348297,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-16,,-49,-14,,-44,-16
564,-662,-0.848952,152.461,0.338242,48.2579,0.41597,0.4,10,-0.026809,152.348,-0.472325,-41.3977,152.309,0.0393683,145.1,7.36056,0.372559,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-15,,-49,-14,,-44,-16
565,-617,-0.905548,148.541,-0.67218,37.2713,0.46907,0.4,13,-0.0208514,152.752,-0.866293,-45.5069,152.701,0.0511895,141.909,6.632,0.366989,0.4,1,-31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-49,-14,,-45,-16
566,-557,-0.991933,153.352,-2.42683,12.598,0.388046,0.4,18,-0.0476604,153.029,-1.19736,-39.1908,152.958,0.0708808,146.778,6.5732,0.363327,0.4,1,-31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-49,-14,,-45,-16
567,-501,-0.726822,150.007,-2.25922,15.2055,0.430542,0.4,24,-0.0625543,151.669,-1.43235,-28.709,151.574,0.0943826,144.224,5.78301,0.383011,0.4,1,-31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-10,,-49,-14,,-45,-16
568,-454,-0.857888,148.979,0.516675,-7.19837,0.43924,0.4,19,-0.0327666,152.003,-1.32356,-30.7837,151.928,0.0747541,143.702,5.27722,0.377975,0.4,1,-31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-9,,-49,-14,,-45,-16
569,-418,-0.840015,152.278,1.66358,-28.6128,0.383469,0.4,6,-0.080427,152.327,-0.941592,-25.8001,152.304,0.0236241,147.054,5.22423,0.372635,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-8,,-49,-14,,-45,-16
570,-390,-0.807249,148.049,1.2686,-20.7427,0.443665,0.4,-2,-0.0774482,151.143,-0.94967,-18.1373,151.151,-0.00786956,143.436,4.61341,0.389038,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-7,,-49,-14,,-45,-16
571,-368,-0.863846,150.413,0.943707,-30.6814,0.403915,0.4,0,-0.0446817,151.338,-0.756959,-22.4968,151.338,2.47E-07,145.825,4.58874,0.386368,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-6,,-49,-14,,-45,-16
572,-353,-0.65831,150.562,1.39484,-22.1952,0.399185,0.4,2,-0.0953209,151.899,-0.35356,-19.7974,151.891,0.00787339,146.109,4.45327,0.37851,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-6,,-49,-14,,-45,-16
573,-347,-0.676183,147.803,3.46278,-13.3853,0.440613,0.4,5,-0.0953209,150.972,-0.551366,-10.7363,150.952,0.0196668,143.619,4.18389,0.391861,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-5,,-49,-14,,-45,-16
574,-353,-0.655331,151.739,4.66077,-15.7719,0.38118,0.4,12,-0.053618,151.048,-0.543969,-12.2781,151,0.0471898,147.191,4.5475,0.391174,0.4,1,-34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-5,,-49,-14,,-45,-16
575,-362,-0.479583,149.121,5.23659,4.25469,0.42276,0.4,16,-0.101278,151.594,-0.153908,-11.1398,151.531,0.0629373,144.692,4.4289,0.383621,0.4,1,-35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-5,,-49,-14,,-45,-16
576,-366,-0.434902,149.178,6.85896,3.05881,0.422531,0.4,13,-0.110215,150.934,-0.370768,-4.25421,150.882,0.0511157,144.706,4.47204,0.392853,0.4,1,-35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-6,,-49,-14,,-45,-16
577,-369,-0.428944,151.806,7.49649,2.59104,0.382782,0.4,9,-0.0863846,150.864,-0.639893,-5.92996,150.829,0.0353915,147.095,4.71163,0.393616,0.4,1,-36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-6,,-49,-14,,-45,-16
578,-379,-0.274048,148.299,7.15723,13.8142,0.438095,0.4,14,-0.110215,151.291,-0.478404,-7.51654,151.236,0.0550611,143.77,4.52876,0.387817,0.4,1,-38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-6,,-49,-14,,-45,-16
579,-400,-0.157875,151.224,7.98627,4.86594,0.396667,0.4,20,-0.113194,150.924,-0.462812,-3.33678,150.845,0.0786169,146.26,4.9636,0.393387,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-7,,-49,-14,,-45,-15
580,-428,-0.235323,151.132,8.25285,14.9181,0.402466,0.4,15,-0.104257,150.781,-0.471557,-3.73739,150.722,0.0589677,145.912,5.21985,0.395142,0.4,1,-40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-8,,-49,-14,,-45,-15
581,-460,-0.00893633,149.208,7.39279,20.5316,0.436646,0.4,3,-0.119151,151.018,-0.347759,-5.69358,151.006,0.0118016,143.858,5.35036,0.391098,0.4,1,-42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-8,,-48,-13,,-45,-14
582,-496,0.0238302,153.156,7.77749,17.4324,0.382095,0.4,-3,-0.125109,150.871,-0.382482,-3.73428,150.882,-0.0118025,147.136,6.02021,0.392853,0.4,1,-43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-9,,-48,-13,,-45,-14
583,-535,-0.0953209,150.714,6.99616,35.2332,0.424744,0.4,3,-0.119151,150.717,-0.43352,-3.33218,150.705,0.0117989,144.573,6.14124,0.39537,0.4,1,-45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-9,,-47,-12,,-45,-13
584,-577,0.0625543,151.35,4.46834,31.1171,0.421082,0.4,8,-0.125109,150.828,-0.337751,-4.56714,150.797,0.0314595,144.793,6.55669,0.394073,0.4,1,-46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-10,,-47,-12,,-45,-12
585,-627,-0.0863846,154.125,2.5407,31.8161,0.386215,0.4,7,-0.125109,150.83,-0.247154,-3.37486,150.802,0.0275282,146.888,7.23638,0.393997,0.4,1,-48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-10,,-46,-11,,-45,-12
586,-682,-0.101278,151.198,0.0199083,45.4475,0.437637,0.4,3,-0.119151,150.674,-0.143172,-2.24789,150.663,0.0117985,143.798,7.39956,0.395981,0.4,1,-48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-10,,-45,-10,,-45,-11
587,-735,-0.342559,154.468,-3.84611,40.198,0.395447,0.4,-1,-0.12213,150.739,-0.00181676,-2.81062,150.743,-0.00393323,146.334,8.13492,0.394836,0.4,1,-48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-45,-10,,-45,-10
588,-781,-0.196599,154.556,-6.7644,52.1006,0.400024,0.4,-2,-0.128087,150.746,0.0168828,-2.40888,150.754,-0.00786713,146.059,8.49729,0.394684,0.4,1,-47,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-44,-9,,-45,-10
589,-817,-0.277026,152.931,-6.34247,55.1997,0.428864,0.4,1,-0.128087,150.65,-0.0800233,-1.70755,150.646,0.00393328,144.325,8.60594,0.39621,0.4,1,-46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-44,-9,,-45,-9
590,-834,-0.151918,156.643,-3.71574,45.2849,0.375458,0.4,6,-0.134045,150.686,-0.178444,-1.95267,150.663,0.023594,147.535,9.10822,0.395981,0.4,1,-44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-45,-9
591,-815,-0.12213,153.719,-0.289681,48.3054,0.416809,0.4,6,-0.137024,150.724,-0.270841,-1.43607,150.7,0.0235947,145.05,8.66965,0.395447,0.4,1,-42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-45,-9
592,-774,-0.339581,154.14,0.982425,25.0696,0.405365,0.4,4,-0.131066,150.651,-0.275824,-0.576936,150.636,0.0157303,145.738,8.40231,0.396362,0.4,1,-41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-45,-9
593,-721,-0.172769,155.575,-0.356332,4.39962,0.37706,0.4,4,-0.137024,150.646,-0.183458,-0.820324,150.63,0.0157302,147.439,8.13647,0.396439,0.4,1,-39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-45,-9
594,-659,-0.345538,151.831,-1.1923,-8.36859,0.425049,0.4,5,-0.131066,150.645,-0.0958388,-1.2657,150.625,0.0196619,144.555,7.27616,0.396515,0.4,1,-37,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-45,-9
595,-594,-0.41405,153.841,-2.87526,-38.5413,0.38591,0.4,5,-0.134045,150.612,-0.0137807,-1.37907,150.593,0.0196614,146.907,6.93419,0.396973,0.4,1,-36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-45,-9
596,-533,-0.51235,152.723,-5.53365,-46.2859,0.394073,0.4,3,-0.137024,150.61,0.00383814,-1.51181,150.598,0.0117979,146.416,6.30692,0.396896,0.4,1,-35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-44,-9
597,-479,-0.557031,150.648,-7.2186,-52.4715,0.417572,0.4,2,-0.142981,150.611,-0.0899295,-1.39848,150.604,0.00786569,145.004,5.64378,0.39682,0.4,1,-34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-44,-9
598,-429,-0.527244,152.899,-7.02715,-61.147,0.375763,0.4,6,-0.140003,150.611,-0.184397,-0.974386,150.587,0.0235926,147.517,5.38227,0.397049,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-43,-9
599,-381,-0.622565,149.867,-5.593,-52.339,0.414368,0.4,13,-0.140003,150.622,-0.173677,-0.454935,150.571,0.051103,145.197,4.67088,0.397278,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-43,-9
600,-339,-0.673204,150.197,-4.91313,-58.0125,0.402466,0.4,15,-0.142981,150.641,-0.12241,0.158048,150.582,0.0589611,145.912,4.28559,0.397125,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-42,-9
601,-305,-0.801291,151.197,-5.48563,-53.9402,0.381332,0.4,10,-0.148939,150.595,-0.148137,0.383298,150.555,0.039314,147.182,4.01557,0.397507,0.4,1,-31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-41,-9
602,-283,-0.85193,148.262,-6.63689,-41.6906,0.422836,0.4,4,-0.148939,150.582,-0.218636,-0.211078,150.566,0.0157294,144.688,3.57496,0.397354,0.4,1,-31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-11,,-43,-8,,-41,-9
603,-272,-0.887676,150.203,-7.09728,-44.8137,0.390869,0.4,3,-0.148939,150.567,-0.228672,-0.981475,150.555,0.0117975,146.609,3.59429,0.397507,0.4,1,-31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-12,,-43,-8,,-40,-10
604,-266,-0.875761,149.843,-6.1127,-29.8666,0.39537,0.4,8,-0.151918,150.603,-0.191068,-1.07874,150.571,0.031454,146.338,3.50483,0.397278,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-12,,-43,-8,,-39,-10
605,-263,-0.914485,148.24,-4.39878,-18.1666,0.419708,0.4,17,-0.148939,150.617,-0.143856,-0.354153,150.55,0.0668159,144.876,3.36425,0.397583,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-12,,-43,-8,,-39,-10
606,-263,-0.85193,150.587,-2.52554,-16.6545,0.383316,0.4,20,-0.148939,150.612,-0.0654225,0.438174,150.534,0.0785971,147.063,3.52464,0.397812,0.4,1,-32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-12,,-43,-8,,-38,-10
607,-268,-0.729801,148.739,0.328436,-3.19741,0.412842,0.4,15,-0.148939,150.593,0.00464891,0.550927,150.534,0.0589589,145.288,3.45042,0.397812,0.4,1,-33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-44,-9,,-38,-10
608,-280,-0.768525,149.13,3.21731,-3.19769,0.408875,0.4,13,-0.151918,150.574,0.0123288,0.0315816,150.523,0.0511011,145.527,3.60358,0.397964,0.4,1,-34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-44,-9,,-38,-10
609,-293,-0.70597,150.645,4.26152,0.688465,0.387741,0.4,20,-0.151918,150.602,-0.0278105,-0.387964,150.523,0.0785964,146.797,3.84868,0.397964,0.4,1,-34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,-13,,-44,-9,,-38,-11
